date	site_name	energy_used	reactive_energy_used	demand	alarms
Sun 22 Feb 2015 20:00	MP00106861	86.818	7.093	174.215	
Sun 22 Feb 2015 20:30	MP00106861	87.796	6.559	176.081	
Sun 22 Feb 2015 21:00	MP00106861	88.337	6.646	177.173	Settings change
Sun 22 Feb 2015 21:30	MP00106861	87.668	6.745	175.854	
Sun 22 Feb 2015 22:00	MP00106861	87.076	6.289	174.606	
Sun 22 Feb 2015 22:30	MP00106861	86.084	6.109	172.601	
Sun 22 Feb 2015 23:00	MP00106861	88.178	6.812	176.881	
Sun 22 Feb 2015 23:30	MP00106861	88.276	6.894	177.09	
Mon 23 Feb 2015 00:00	MP00106861	88.81	6.727	178.129	
Mon 23 Feb 2015 00:30	MP00106861	87.866	7.025	176.293	
Mon 23 Feb 2015 01:00	MP00106861	88.823	6.618	178.138	
Mon 23 Feb 2015 01:30	MP00106861	89.534	6.694	179.568	
Mon 23 Feb 2015 02:00	MP00106861	89.972	7.286	180.533	
Mon 23 Feb 2015 02:30	MP00106861	90.428	7.492	181.476	
Mon 23 Feb 2015 03:00	MP00106861	89.818	7.244	180.219	
Mon 23 Feb 2015 03:30	MP00106861	90.023	7.601	180.687	
Mon 23 Feb 2015 04:00	MP00106861	89.318	7.559	179.275	
Mon 23 Feb 2015 04:30	MP00106861	87.865	6.908	176.272	
Mon 23 Feb 2015 05:00	MP00106861	88.831	7.3	178.261	
Mon 23 Feb 2015 05:30	MP00106861	88.816	7.739	178.305	
Mon 23 Feb 2015 06:00	MP00106861	88.338	7.037	177.236	
Mon 23 Feb 2015 06:30	MP00106861	93.755	7.411	188.095	
Mon 23 Feb 2015 07:00	MP00106861	111.443	15.753	225.102	
Mon 23 Feb 2015 07:30	MP00106861	108.46	15.832	219.219	
Mon 23 Feb 2015 08:00	MP00106861	98.871	15.959	200.301	
Mon 23 Feb 2015 08:30	MP00106861	80.424	18.832	165.199	
Mon 23 Feb 2015 09:00	MP00106861	66.415	13.458	135.53	
Mon 23 Feb 2015 09:30	MP00106861	55.249	4.632	110.886	
Mon 23 Feb 2015 10:00	MP00106861	51.362	1.332	102.759	
Mon 23 Feb 2015 10:30	MP00106861	52.591	1.171	105.208	
Mon 23 Feb 2015 11:00	MP00106861	52.382	0.89	104.779	
Mon 23 Feb 2015 11:30	MP00106861	64.582	10.24	130.778	
Mon 23 Feb 2015 12:00	MP00106861	65.414	12.451	133.177	
Mon 23 Feb 2015 12:30	MP00106861	71.385	15.36	146.038	
Mon 23 Feb 2015 13:00	MP00106861	68.718	13.493	140.06	
Mon 23 Feb 2015 13:30	MP00106861	99.123	19.397	202.006	
Mon 23 Feb 2015 14:00	MP00106861	98.16	20.201	200.434	
Mon 23 Feb 2015 14:30	MP00106861	146.203	20.254	295.199	
Mon 23 Feb 2015 15:00	MP00106861	152.859	21.064	308.607	
Mon 23 Feb 2015 15:30	MP00106861	162.22	32.416	330.854	
Mon 23 Feb 2015 16:00	MP00106861	130.362	18.131	263.234	
Mon 23 Feb 2015 16:30	MP00106861	156.646	32.005	319.764	
Mon 23 Feb 2015 17:00	MP00106861	154.042	27.726	313.035	
Mon 23 Feb 2015 17:30	MP00106861	142.469	20.128	287.768	
Mon 23 Feb 2015 18:00	MP00106861	140.075	19.429	282.832	
Mon 23 Feb 2015 18:30	MP00106861	141.184	20.72	285.393	
Mon 23 Feb 2015 19:00	MP00106861	128.718	18.934	260.206	Log pointers adjustment
Mon 23 Feb 2015 19:30	MP00106861	127.232	18.877	257.249	
Mon 23 Feb 2015 20:00	MP00106861	134.068	23.282	272.149	
Mon 23 Feb 2015 20:30	MP00106861	133.525	21.754	270.571	
Mon 23 Feb 2015 21:00	MP00106861	116.264	15.986	234.716	
Mon 23 Feb 2015 21:30	MP00106861	131.339	21.488	266.17	
Mon 23 Feb 2015 22:00	MP00106861	136.641	23.426	277.269	
Mon 23 Feb 2015 22:30	MP00106861	129.184	21.865	262.043	
Mon 23 Feb 2015 23:00	MP00106861	134.696	23.008	273.294	
Mon 23 Feb 2015 23:30	MP00106861	131.138	24.245	266.721	
Tue 24 Feb 2015 00:00	MP00106861	137.111	34.392	282.717	
Tue 24 Feb 2015 00:30	MP00106861	140.957	36.129	291.027	
Tue 24 Feb 2015 01:00	MP00106861	133.75	30.296	274.277	
Tue 24 Feb 2015 01:30	MP00106861	108.046	20.566	219.972	
Tue 24 Feb 2015 02:00	MP00106861	144.007	22.949	291.648	
Tue 24 Feb 2015 02:30	MP00106861	137.901	22.755	279.532	
Tue 24 Feb 2015 03:00	MP00106861	145.53	29.956	297.162	
Tue 24 Feb 2015 03:30	MP00106861	143.29	29.579	292.622	
Tue 24 Feb 2015 04:00	MP00106861	119.172	22.986	242.737	
Tue 24 Feb 2015 04:30	MP00106861	144.464	29.236	294.785	
Tue 24 Feb 2015 05:00	MP00106861	141.667	28.253	288.914	
Tue 24 Feb 2015 05:30	MP00106861	124.351	23.344	253.046	
Tue 24 Feb 2015 06:00	MP00106861	116.736	21.149	237.273	
Tue 24 Feb 2015 06:30	MP00106861	109.392	20.285	222.514	
Tue 24 Feb 2015 07:00	MP00106861	107.624	11.25	216.421	
Tue 24 Feb 2015 07:30	MP00106861	95.305	2.917	190.699	
Tue 24 Feb 2015 08:00	MP00106861	80.219	2.427	160.511	
Tue 24 Feb 2015 08:30	MP00106861	45.045	0.798	90.104	
Tue 24 Feb 2015 09:00	MP00106861	50.898	3.078	101.982	
Tue 24 Feb 2015 09:30	MP00106861	57.471	5.119	115.397	
Tue 24 Feb 2015 10:00	MP00106861	61.93	4.349	124.165	
Tue 24 Feb 2015 10:30	MP00106861	71.489	2.104	143.04	
Tue 24 Feb 2015 11:00	MP00106861	60.32	3.057	120.795	Log pointers adjustment
Tue 24 Feb 2015 11:30	MP00106861	56.428	1.832	112.915	
Tue 24 Feb 2015 12:00	MP00106861	50.283	0.924	100.583	
Tue 24 Feb 2015 12:30	MP00106861	54.752	0.712	109.513	
Tue 24 Feb 2015 13:00	MP00106861	56.308	1.177	112.641	
Tue 24 Feb 2015 13:30	MP00106861	65.771	10.213	133.118	
Tue 24 Feb 2015 14:00	MP00106861	78.115	18.828	160.704	
Tue 24 Feb 2015 14:30	MP00106861	109.969	29.281	227.601	
Tue 24 Feb 2015 15:00	MP00106861	112.075	30.637	232.374	
Tue 24 Feb 2015 15:30	MP00106861	107.562	29.575	223.108	
Tue 24 Feb 2015 16:00	MP00106861	106.885	29.943	222	Log read
Tue 24 Feb 2015 16:30	MP00106861	101.734	27.491	210.766	Log pointers adjustment
Tue 24 Feb 2015 17:00	MP00106861	105.991	28.615	219.571	
Tue 24 Feb 2015 17:30	MP00106861	106.391	31.095	221.684	
Tue 24 Feb 2015 18:00	MP00106861	154.891	31.347	316.062	
Tue 24 Feb 2015 18:30	MP00106861	150.726	31.847	308.108	
Tue 24 Feb 2015 19:00	MP00106861	137.483	29.687	281.303	
Tue 24 Feb 2015 19:30	MP00106861	131.282	26.678	267.93	
Tue 24 Feb 2015 20:00	MP00106861	131.031	22.933	266.045	
Tue 24 Feb 2015 20:30	MP00106861	132.319	21.725	268.181	
Tue 24 Feb 2015 21:00	MP00106861	126.312	19.712	255.682	
Tue 24 Feb 2015 21:30	MP00106861	126.547	19.943	256.218	
Tue 24 Feb 2015 22:00	MP00106861	132.001	21.796	267.577	
Tue 24 Feb 2015 22:30	MP00106861	132.71	21.928	269.019	
Tue 24 Feb 2015 23:00	MP00106861	138.001	23.921	280.118	
Tue 24 Feb 2015 23:30	MP00106861	134.875	23.863	273.939	
Wed 25 Feb 2015 00:00	MP00106861	140.288	32.855	288.168	
Wed 25 Feb 2015 00:30	MP00106861	139.039	35.455	286.977	
Wed 25 Feb 2015 01:00	MP00106861	140.507	35.074	289.637	
Wed 25 Feb 2015 01:30	MP00106861	109.756	20.323	223.243	
Wed 25 Feb 2015 02:00	MP00106861	142.84	29.721	291.799	
Wed 25 Feb 2015 02:30	MP00106861	136.192	28.382	278.236	
Wed 25 Feb 2015 03:00	MP00106861	133.024	23.901	270.308	
Wed 25 Feb 2015 03:30	MP00106861	141.263	21.989	285.928	
Wed 25 Feb 2015 04:00	MP00106861	117.461	20.387	238.434	
Wed 25 Feb 2015 04:30	MP00106861	143.405	23.331	290.581	
Wed 25 Feb 2015 05:00	MP00106861	126.185	18.332	255.019	
Wed 25 Feb 2015 05:30	MP00106861	110.595	17.237	223.86	
Wed 25 Feb 2015 06:00	MP00106861	99.877	8.361	200.453	
Wed 25 Feb 2015 06:30	MP00106861	103.478	7.619	207.516	
Wed 25 Feb 2015 07:00	MP00106861	106.963	5.367	214.195	
Wed 25 Feb 2015 07:30	MP00106861	92.162	2.883	184.414	
Wed 25 Feb 2015 08:00	MP00106861	67.672	1.645	135.384	
Wed 25 Feb 2015 08:30	MP00106861	44.565	1.749	89.199	Settings change
Wed 25 Feb 2015 09:00	MP00106861	47.262	0.219	94.525	Log pointers adjustment
Wed 25 Feb 2015 09:30	MP00106861	52.406	0.631	104.82	
Wed 25 Feb 2015 10:00	MP00106861	51.183	0.445	102.37	
Wed 25 Feb 2015 10:30	MP00106861	52.275	0.659	104.558	
Wed 25 Feb 2015 11:00	MP00106861	51.202	0.559	102.41	
Wed 25 Feb 2015 11:30	MP00106861	56.953	5.165	114.373	
Wed 25 Feb 2015 12:00	MP00106861	65.983	10.826	133.73	Log pointers adjustment
Wed 25 Feb 2015 12:30	MP00106861	64.509	11.933	131.207	Log read
Wed 25 Feb 2015 13:00	MP00106861	66.865	10.839	135.476	
Wed 25 Feb 2015 13:30	MP00106861	71.537	12.635	145.288	
Wed 25 Feb 2015 14:00	MP00106861	79.086	11.663	159.883	
Wed 25 Feb 2015 14:30	MP00106861	110.535	21.843	225.345	
Wed 25 Feb 2015 15:00	MP00106861	110.945	22.62	226.455	
Wed 25 Feb 2015 15:30	MP00106861	107.723	21.448	219.675	
Wed 25 Feb 2015 16:00	MP00106861	106.374	20.245	216.567	
Wed 25 Feb 2015 16:30	MP00106861	103.977	20.809	212.078	
Wed 25 Feb 2015 17:00	MP00106861	113.628	21.921	231.446	
Wed 25 Feb 2015 17:30	MP00106861	130.454	32.225	268.75	
Wed 25 Feb 2015 18:00	MP00106861	143.331	30.71	293.168	
Wed 25 Feb 2015 18:30	MP00106861	148.495	31.279	303.507	
Wed 25 Feb 2015 19:00	MP00106861	138.179	30.029	282.809	
Wed 25 Feb 2015 19:30	MP00106861	135.11	30.08	276.836	
Wed 25 Feb 2015 20:00	MP00106861	147.104	30.413	300.43	Access login
Wed 25 Feb 2015 20:30	MP00106861	138.336	24.853	281.102	Log read
Wed 25 Feb 2015 21:00	MP00106861	129.52	28.704	265.325	
Wed 25 Feb 2015 21:30	MP00106861	138.909	32.079	285.13	
Wed 25 Feb 2015 22:00	MP00106861	148.165	35.026	304.498	
Wed 25 Feb 2015 22:30	MP00106861	142.307	33.781	292.523	
Wed 25 Feb 2015 23:00	MP00106861	147.41	35.496	303.247	
Wed 25 Feb 2015 23:30	MP00106861	143.281	35.341	295.15	
Thu 26 Feb 2015 00:00	MP00106861	143.982	35.86	296.761	
Thu 26 Feb 2015 00:30	MP00106861	136.077	33.243	280.157	
Thu 26 Feb 2015 01:00	MP00106861	137.851	27.498	281.134	
Thu 26 Feb 2015 01:30	MP00106861	111.939	19.469	227.239	
Thu 26 Feb 2015 02:00	MP00106861	143.607	22.607	290.751	
Thu 26 Feb 2015 02:30	MP00106861	137.169	21.542	277.701	
Thu 26 Feb 2015 03:00	MP00106861	142.938	22.463	289.385	
Thu 26 Feb 2015 03:30	MP00106861	136.52	21.086	276.278	
Thu 26 Feb 2015 04:00	MP00106861	119.098	21.022	241.878	
Thu 26 Feb 2015 04:30	MP00106861	134.481	21.281	272.309	
Thu 26 Feb 2015 05:00	MP00106861	124.698	17.131	251.738	
Thu 26 Feb 2015 05:30	MP00106861	118.438	17.451	239.433	
Thu 26 Feb 2015 06:00	MP00106861	111.505	19.759	226.484	
Thu 26 Feb 2015 06:30	MP00106861	107.515	9.851	215.931	
Thu 26 Feb 2015 07:00	MP00106861	117.429	8.778	235.513	
Thu 26 Feb 2015 07:30	MP00106861	106.806	5.108	213.856	
Thu 26 Feb 2015 08:00	MP00106861	74.293	3.166	148.721	
Thu 26 Feb 2015 08:30	MP00106861	52.341	1.911	104.752	
Thu 26 Feb 2015 09:00	MP00106861	53.642	0.672	107.292	
Thu 26 Feb 2015 09:30	MP00106861	55.608	0.705	111.225	
Thu 26 Feb 2015 10:00	MP00106861	56.195	0.928	112.405	
Thu 26 Feb 2015 10:30	MP00106861	54.176	0.995	108.37	
Thu 26 Feb 2015 11:00	MP00106861	59.181	5.41	118.856	
Thu 26 Feb 2015 11:30	MP00106861	66.958	12.337	136.17	
Thu 26 Feb 2015 12:00	MP00106861	64.062	11.985	130.347	
Thu 26 Feb 2015 12:30	MP00106861	64.539	11.143	130.988	
Thu 26 Feb 2015 13:00	MP00106861	65.982	12.073	134.155	
Thu 26 Feb 2015 13:30	MP00106861	67.725	12.753	137.831	
Thu 26 Feb 2015 14:00	MP00106861	69.812	14.878	142.76	
Thu 26 Feb 2015 14:30	MP00106861	112.437	29.591	232.531	
Thu 26 Feb 2015 15:00	MP00106861	114.331	30.542	236.68	
Thu 26 Feb 2015 15:30	MP00106861	111.781	29.954	231.45	
Thu 26 Feb 2015 16:00	MP00106861	106.15	28.146	219.636	
Thu 26 Feb 2015 16:30	MP00106861	81.899	13.916	166.146	
Thu 26 Feb 2015 17:00	MP00106861	110.638	29.808	229.166	
Thu 26 Feb 2015 17:30	MP00106861	105.977	27.305	218.876	Settings change
Thu 26 Feb 2015 18:00	MP00106861	104.751	22.68	214.356	Settings change
Thu 26 Feb 2015 18:30	MP00106861	111.225	24.827	227.924	Settings change
Thu 26 Feb 2015 19:00	MP00106861	134.841	28.656	275.705	
Thu 26 Feb 2015 19:30	MP00106861	139.26	30.241	285.011	
Thu 26 Feb 2015 20:00	MP00106861	149.494	24.513	302.981	
Thu 26 Feb 2015 20:30	MP00106861	134.084	26.09	273.197	
Thu 26 Feb 2015 21:00	MP00106861	121.309	19.17	245.629	
Thu 26 Feb 2015 21:30	MP00106861	126.56	19.982	256.255	
Thu 26 Feb 2015 22:00	MP00106861	138.437	22.643	280.553	
Thu 26 Feb 2015 22:30	MP00106861	140.754	24.646	285.791	
Thu 26 Feb 2015 23:00	MP00106861	135.19	24.011	274.611	
Thu 26 Feb 2015 23:30	MP00106861	134.13	23.954	272.504	
Fri 27 Feb 2015 00:00	MP00106861	135.639	29.858	277.773	
Fri 27 Feb 2015 00:30	MP00106861	127.929	31.321	263.415	
Fri 27 Feb 2015 01:00	MP00106861	106.187	19.781	216.027	
Fri 27 Feb 2015 01:30	MP00106861	107.412	19.95	218.498	
Fri 27 Feb 2015 02:00	MP00106861	121.629	23.677	247.824	
Fri 27 Feb 2015 02:30	MP00106861	148.209	29.84	302.366	
Fri 27 Feb 2015 03:00	MP00106861	149.829	30.186	305.679	
Fri 27 Feb 2015 03:30	MP00106861	146.821	24.714	297.773	
Fri 27 Feb 2015 04:00	MP00106861	123.51	20.769	250.488	
Fri 27 Feb 2015 04:30	MP00106861	138.93	33.476	285.812	
Fri 27 Feb 2015 05:00	MP00106861	132.462	32.536	272.799	
Fri 27 Feb 2015 05:30	MP00106861	121.352	27.946	249.057	
Fri 27 Feb 2015 06:00	MP00106861	112.028	19.404	227.392	
Fri 27 Feb 2015 06:30	MP00106861	106.329	14.29	214.57	
Fri 27 Feb 2015 07:00	MP00106861	108.806	6.559	218.007	
Fri 27 Feb 2015 07:30	MP00106861	101.151	2.681	202.373	
Fri 27 Feb 2015 08:00	MP00106861	54.082	0.843	108.177	
Fri 27 Feb 2015 08:30	MP00106861	43.381	0.506	86.768	
Fri 27 Feb 2015 09:00	MP00106861	48.432	1.109	96.889	
Fri 27 Feb 2015 09:30	MP00106861	54.685	1.092	109.392	
Fri 27 Feb 2015 10:00	MP00106861	56.983	0.702	113.975	
Fri 27 Feb 2015 10:30	MP00106861	55.542	0.735	111.094	
Fri 27 Feb 2015 11:00	MP00106861	53.277	1.031	106.574	
Fri 27 Feb 2015 11:30	MP00106861	62.973	8.927	127.205	
Fri 27 Feb 2015 12:00	MP00106861	65.632	12.112	133.48	
Fri 27 Feb 2015 12:30	MP00106861	65.196	11.889	132.542	
Fri 27 Feb 2015 13:00	MP00106861	66.57	12.599	135.504	
Fri 27 Feb 2015 13:30	MP00106861	83.804	16.041	170.651	
Fri 27 Feb 2015 14:00	MP00106861	92.83	13.424	187.591	
Fri 27 Feb 2015 14:30	MP00106861	114.55	17.112	231.642	
Fri 27 Feb 2015 15:00	MP00106861	124.386	19.201	251.719	
Fri 27 Feb 2015 15:30	MP00106861	133.719	27.859	273.18	
Fri 27 Feb 2015 16:00	MP00106861	118.833	22.728	241.974	
Fri 27 Feb 2015 16:30	MP00106861	98.568	14.347	199.213	
Fri 27 Feb 2015 17:00	MP00106861	115.756	22.813	235.965	
Fri 27 Feb 2015 17:30	MP00106861	132.908	30.552	272.749	
Fri 27 Feb 2015 18:00	MP00106861	128.661	29.349	263.932	
Fri 27 Feb 2015 18:30	MP00106861	125.898	30.24	258.958	
Fri 27 Feb 2015 19:00	MP00106861	115.778	29.692	239.049	
Fri 27 Feb 2015 19:30	MP00106861	138.086	30.025	282.625	
Fri 27 Feb 2015 20:00	MP00106861	141.868	28.313	289.331	
Fri 27 Feb 2015 20:30	MP00106861	136.132	23.411	276.261	
Fri 27 Feb 2015 21:00	MP00106861	123.54	19.125	250.023	
Fri 27 Feb 2015 21:30	MP00106861	127.727	21.781	259.142	
Fri 27 Feb 2015 22:00	MP00106861	133.871	23.065	271.687	Access login
Fri 27 Feb 2015 22:30	MP00106861	138.081	23.927	280.277	
Fri 27 Feb 2015 23:00	MP00106861	134.332	22.814	272.511	
Fri 27 Feb 2015 23:30	MP00106861	138.388	26.89	281.953	
Sat 28 Feb 2015 00:00	MP00106861	144.173	35.349	296.887	
Sat 28 Feb 2015 00:30	MP00106861	140.018	34.588	288.454	
Sat 28 Feb 2015 01:00	MP00106861	139.199	33.472	286.334	
Sat 28 Feb 2015 01:30	MP00106861	108.402	19.077	220.136	
Sat 28 Feb 2015 02:00	MP00106861	140.993	28.101	287.532	
Sat 28 Feb 2015 02:30	MP00106861	143.484	28.93	292.743	
Sat 28 Feb 2015 03:00	MP00106861	139.631	28.475	285.01	
Sat 28 Feb 2015 03:30	MP00106861	139.632	28.537	285.037	
Sat 28 Feb 2015 04:00	MP00106861	115.235	20.059	233.936	
Sat 28 Feb 2015 04:30	MP00106861	135.614	21.463	274.604	
Sat 28 Feb 2015 05:00	MP00106861	131.051	25.22	266.911	
Sat 28 Feb 2015 05:30	MP00106861	126.576	24.098	257.699	
Sat 28 Feb 2015 06:00	MP00106861	118.082	22.585	240.445	
Sat 28 Feb 2015 06:30	MP00106861	113.825	21.019	231.499	
Sat 28 Feb 2015 07:00	MP00106861	89.597	4.745	179.445	
Sat 28 Feb 2015 07:30	MP00106861	84.18	1.861	168.401	
Sat 28 Feb 2015 08:00	MP00106861	49.026	0.67	98.061	
Sat 28 Feb 2015 08:30	MP00106861	29.344	0.076	58.688	
Sat 28 Feb 2015 09:00	MP00106861	29.5	0.071	59	
Sat 28 Feb 2015 09:30	MP00106861	29.274	0.059	58.548	
Sat 28 Feb 2015 10:00	MP00106861	28.833	0.073	57.666	
Sat 28 Feb 2015 10:30	MP00106861	26.889	0.04	53.778	
Sat 28 Feb 2015 11:00	MP00106861	27.272	0.086	54.544	
Sat 28 Feb 2015 11:30	MP00106861	28.077	0.06	56.154	Log read
Sat 28 Feb 2015 12:00	MP00106861	36.687	7.819	75.022	
Sat 28 Feb 2015 12:30	MP00106861	38.597	9.709	79.599	
Sat 28 Feb 2015 13:00	MP00106861	39.197	10.008	80.909	
Sat 28 Feb 2015 13:30	MP00106861	24.861	0.542	49.734	
Sat 28 Feb 2015 14:00	MP00106861	24.495	0.135	48.991	
Sat 28 Feb 2015 14:30	MP00106861	22.922	0.088	45.844	
Sat 28 Feb 2015 15:00	MP00106861	24.005	0.155	48.011	
Sat 28 Feb 2015 15:30	MP00106861	24.708	0.207	49.418	
Sat 28 Feb 2015 16:00	MP00106861	23.859	0.151	47.719	
Sat 28 Feb 2015 16:30	MP00106861	22.467	0.127	44.935	
Sat 28 Feb 2015 17:00	MP00106861	22.715	0.116	45.431	
Sat 28 Feb 2015 17:30	MP00106861	22.997	0.189	45.996	
Sat 28 Feb 2015 18:00	MP00106861	41.458	1.723	82.988	
Sat 28 Feb 2015 18:30	MP00106861	62.278	0.402	124.559	
Sat 28 Feb 2015 19:00	MP00106861	62.539	0.704	125.086	
Sat 28 Feb 2015 19:30	MP00106861	62.207	0.517	124.418	
Sat 28 Feb 2015 20:00	MP00106861	50.087	4.792	100.631	
Sat 28 Feb 2015 20:30	MP00106861	35.933	3.648	72.235	
Sat 28 Feb 2015 21:00	MP00106861	34.591	4.02	69.648	
Sat 28 Feb 2015 21:30	MP00106861	34.938	4.312	70.406	Clock Reset
Sat 28 Feb 2015 22:00	MP00106861	34.262	4.366	69.078	
Sat 28 Feb 2015 22:30	MP00106861	34.418	4.065	69.314	
Sat 28 Feb 2015 23:00	MP00106861	33.167	4.026	66.821	
Sat 28 Feb 2015 23:30	MP00106861	33.222	4.152	66.961	
Sun 01 Mar 2015 00:00	MP00106861	33.711	4.208	67.945	
Sun 22 Feb 2015 00:30	MP00108562	36.168	3.744	72.723	
Sun 22 Feb 2015 01:00	MP00108562	36.36	3.576	73.071	
Sun 22 Feb 2015 01:30	MP00108562	36.096	3.552	72.541	
Sun 22 Feb 2015 02:00	MP00108562	36	3.24	72.291	
Sun 22 Feb 2015 02:30	MP00108562	35.904	3.144	72.083	
Sun 22 Feb 2015 03:00	MP00108562	36.264	3.576	72.88	
Sun 22 Feb 2015 03:30	MP00108562	36.072	3.312	72.447	
Sun 22 Feb 2015 04:00	MP00108562	36	3.312	72.304	
Sun 22 Feb 2015 04:30	MP00108562	36.384	4.032	73.213	
Sun 22 Feb 2015 05:00	MP00108562	35.952	3.336	72.213	
Sun 22 Feb 2015 05:30	MP00108562	36.24	3.624	72.841	
Sun 22 Feb 2015 06:00	MP00108562	35.952	3.264	72.2	
Sun 22 Feb 2015 06:30	MP00108562	36.168	3.408	72.656	
Sun 22 Feb 2015 07:00	MP00108562	34.896	3.744	70.193	
Sun 22 Feb 2015 07:30	MP00108562	34.224	2.136	68.581	
Sun 22 Feb 2015 08:00	MP00108562	34.032	0.576	68.074	
Sun 22 Feb 2015 08:30	MP00108562	33.744	0.336	67.491	
Sun 22 Feb 2015 09:00	MP00108562	33.744	0.24	67.49	
Sun 22 Feb 2015 09:30	MP00108562	34.008	0.288	68.018	
Sun 22 Feb 2015 10:00	MP00108562	34.104	2.184	68.348	
Sun 22 Feb 2015 10:30	MP00108562	33.936	0.456	67.878	
Sun 22 Feb 2015 11:00	MP00108562	34.152	3.48	68.658	Log pointers adjustment
Sun 22 Feb 2015 11:30	MP00108562	34.08	2.808	68.391	
Sun 22 Feb 2015 12:00	MP00108562	34.104	3.24	68.515	
Sun 22 Feb 2015 12:30	MP00108562	35.112	2.016	70.34	
Sun 22 Feb 2015 13:00	MP00108562	34.632	1.464	69.326	
Sun 22 Feb 2015 13:30	MP00108562	35.136	2.304	70.423	
Sun 22 Feb 2015 14:00	MP00108562	34.32	0.624	68.651	
Sun 22 Feb 2015 14:30	MP00108562	34.032	0.72	68.079	
Sun 22 Feb 2015 15:00	MP00108562	35.04	1.224	70.123	
Sun 22 Feb 2015 15:30	MP00108562	34.728	1.584	69.528	
Sun 22 Feb 2015 16:00	MP00108562	34.368	0.936	68.761	
Sun 22 Feb 2015 16:30	MP00108562	35.136	2.472	70.446	
Sun 22 Feb 2015 17:00	MP00108562	34.488	4.68	69.608	
Sun 22 Feb 2015 17:30	MP00108562	33.816	2.808	67.865	
Sun 22 Feb 2015 18:00	MP00108562	33.504	6.168	68.134	
Sun 22 Feb 2015 18:30	MP00108562	32.784	4.896	66.295	
Sun 22 Feb 2015 19:00	MP00108562	35.472	5.712	71.858	
Sun 22 Feb 2015 19:30	MP00108562	47.664	7.512	96.505	
Sun 22 Feb 2015 20:00	MP00108562	48.432	8.688	98.41	
Sun 22 Feb 2015 20:30	MP00108562	49.392	9	100.411	
Sun 22 Feb 2015 21:00	MP00108562	51	8.88	103.535	
Sun 22 Feb 2015 21:30	MP00108562	50.448	9.72	102.752	
Sun 22 Feb 2015 22:00	MP00108562	51.048	7.608	103.224	
Sun 22 Feb 2015 22:30	MP00108562	50.496	9.936	102.929	
Sun 22 Feb 2015 23:00	MP00108562	50.496	7.272	102.034	
Sun 22 Feb 2015 23:30	MP00108562	49.608	8.688	100.726	
Mon 23 Feb 2015 00:00	MP00108562	49.296	8.88	100.179	
Mon 23 Feb 2015 00:30	MP00108562	49.728	9.504	101.256	
Mon 23 Feb 2015 01:00	MP00108562	52.224	5.832	105.097	
Mon 23 Feb 2015 01:30	MP00108562	63.24	7.296	127.319	
Mon 23 Feb 2015 02:00	MP00108562	58.008	8.52	117.261	
Mon 23 Feb 2015 02:30	MP00108562	56.088	7.608	113.203	
Mon 23 Feb 2015 03:00	MP00108562	57.168	8.064	115.468	
Mon 23 Feb 2015 03:30	MP00108562	55.44	8.472	112.167	
Mon 23 Feb 2015 04:00	MP00108562	57.624	9.432	116.782	
Mon 23 Feb 2015 04:30	MP00108562	58.392	7.152	117.657	
Mon 23 Feb 2015 05:00	MP00108562	59.04	10.2	119.829	
Mon 23 Feb 2015 05:30	MP00108562	59.352	10.32	120.485	
Mon 23 Feb 2015 06:00	MP00108562	65.112	10.968	132.059	
Mon 23 Feb 2015 06:30	MP00108562	81.48	15.144	165.751	
Mon 23 Feb 2015 07:00	MP00108562	81.504	11.568	164.642	
Mon 23 Feb 2015 07:30	MP00108562	89.376	14.496	181.088	
Mon 23 Feb 2015 08:00	MP00108562	89.736	12.768	181.28	
Mon 23 Feb 2015 08:30	MP00108562	87.912	12.696	177.648	
Mon 23 Feb 2015 09:00	MP00108562	92.664	11.496	186.749	
Mon 23 Feb 2015 09:30	MP00108562	94.872	14.688	192.005	
Mon 23 Feb 2015 10:00	MP00108562	94.68	13.728	191.34	
Mon 23 Feb 2015 10:30	MP00108562	94.488	13.752	190.967	
Mon 23 Feb 2015 11:00	MP00108562	94.488	13.176	190.804	
Mon 23 Feb 2015 11:30	MP00108562	96.84	13.536	195.563	
Mon 23 Feb 2015 12:00	MP00108562	97.368	13.632	196.635	
Mon 23 Feb 2015 12:30	MP00108562	97.248	15.816	197.051	
Mon 23 Feb 2015 13:00	MP00108562	97.32	16.536	197.43	
Mon 23 Feb 2015 13:30	MP00108562	96.96	15.192	196.286	
Mon 23 Feb 2015 14:00	MP00108562	104.112	15.912	210.642	
Mon 23 Feb 2015 14:30	MP00108562	101.88	15.792	206.193	
Mon 23 Feb 2015 15:00	MP00108562	92.136	15.672	186.919	
Mon 23 Feb 2015 15:30	MP00108562	92.664	13.44	187.267	
Mon 23 Feb 2015 16:00	MP00108562	89.16	13.104	180.236	
Mon 23 Feb 2015 16:30	MP00108562	91.488	14.256	185.184	
Mon 23 Feb 2015 17:00	MP00108562	93.96	13.2	189.765	
Mon 23 Feb 2015 17:30	MP00108562	89.616	11.928	180.813	
Mon 23 Feb 2015 18:00	MP00108562	87.336	9.912	175.793	
Mon 23 Feb 2015 18:30	MP00108562	86.592	11.328	174.66	
Mon 23 Feb 2015 19:00	MP00108562	85.272	10.824	171.912	
Mon 23 Feb 2015 19:30	MP00108562	83.568	11.352	168.671	
Mon 23 Feb 2015 20:00	MP00108562	83.016	10.32	167.31	
